Order ID,Order Date,Region,Product Line,Units Sold,Unit Price,Order Status,Delivery Days,Support Issue,Resolution Time (hrs),Customer Satisfaction,Total Revenue
HP00726,2024-08-29 03:38:52.850426,Asia-Pacific,Monitors,20,1596.86,Delivered,12,Software,3,1,31937.2
HP00727,2024-05-22 03:38:52.850429,North America,Laptops,17,1596.86,Delivered,1,Hardware,47,2,27146.62
HP00728,2025-05-11 03:38:52.850431,Asia-Pacific,Laptops,71,1596.86,Delivered,6,Warranty,62,1,113377.06
HP00729,2024-11-13 03:38:52.850434,South America,Accessories,4,1596.86,Cancelled,1,Hardware,14,5,6387.44
HP00730,2025-04-19 03:38:52.850436,Europe,Accessories,93,1596.86,Pending,5,Network,63,4,148507.98
HP00731,2024-06-14 03:38:52.850439,Africa,Printers,14,1596.86,Backordered,9,Setup,61,2,22356.04
HP00732,2024-07-31 03:38:52.850441,South America,Desktops,3,1596.86,Backordered,12,Setup,31,4,4790.58
HP00733,2024-12-04 03:38:52.850444,South America,Monitors,88,1596.86,Cancelled,14,Software,17,4,140523.68
HP00734,2024-12-26 03:38:52.850446,Middle East,Printers,80,1596.86,Backordered,5,Setup,24,3,127748.8
HP00735,2025-03-29 03:38:52.850449,Europe,Accessories,58,1596.86,Delivered,6,Setup,23,3,92617.88
HP00736,2025-01-04 03:38:52.850451,South America,Monitors,55,1596.86,Pending,8,Setup,50,2,87827.3
HP00737,2024-06-12 03:38:52.850455,South America,Accessories,4,1596.86,Backordered,11,Network,70,3,6387.44
HP00738,2025-04-21 03:38:52.850458,Europe,Monitors,24,1596.86,Pending,1,Setup,27,3,38324.64
HP00739,2024-08-31 03:38:52.850460,Europe,Desktops,34,1596.86,Delivered,14,Setup,15,3,54293.24
HP00740,2024-11-27 03:38:52.850463,South America,Printers,30,1596.86,Backordered,2,Setup,50,4,47905.8
HP00741,2024-08-15 03:38:52.850465,Europe,Monitors,82,1596.86,Cancelled,9,Hardware,36,2,130942.52
HP00742,2024-07-13 03:38:52.850468,South America,Laptops,19,1596.86,Pending,3,Network,8,4,30340.34
HP00743,2024-11-21 03:38:52.850470,South America,Laptops,31,1596.86,Delivered,6,Software,3,5,49502.66
HP00744,2025-04-15 03:38:52.850473,Middle East,Monitors,60,1596.86,Pending,5,Hardware,62,4,95811.6
HP00745,2024-12-25 03:38:52.850475,North America,Monitors,60,1596.86,Backordered,11,Warranty,47,5,95811.6
HP00746,2024-11-30 03:38:52.850478,South America,Monitors,19,1596.86,Backordered,2,Network,61,1,30340.34
HP00747,2025-02-27 03:38:52.850481,Asia-Pacific,Laptops,49,1596.86,Cancelled,14,Network,32,1,78246.14
HP00748,2025-02-10 03:38:52.850483,Africa,Laptops,63,1596.86,Delivered,7,Warranty,13,5,100602.18
HP00749,2024-11-07 03:38:52.850486,North America,Monitors,83,1596.86,Delivered,4,Warranty,1,5,132539.38
HP00750,2025-05-15 03:38:52.850488,North America,Accessories,22,1596.86,Cancelled,1,Warranty,34,4,35130.92
HP00751,2025-03-13 03:38:52.850491,North America,Accessories,24,1596.86,Cancelled,13,Software,62,5,38324.64
HP00752,2024-08-19 03:38:52.850493,Middle East,Desktops,76,1596.86,Delivered,4,Setup,71,2,121361.36
HP00753,2024-11-17 03:38:52.850496,South America,Printers,30,1596.86,Pending,6,Network,31,1,47905.8
HP00754,2024-12-18 03:38:52.850498,Middle East,Accessories,58,1596.86,Pending,7,Setup,64,1,92617.88
HP00755,2025-05-16 03:38:52.850501,South America,Laptops,31,1596.86,Cancelled,7,Setup,25,5,49502.66
HP00756,2024-12-02 03:38:52.850503,Middle East,Accessories,64,1596.86,Pending,14,Warranty,38,3,102199.04
HP00757,2025-02-27 03:38:52.850506,Middle East,Desktops,19,1596.86,Delivered,7,Software,14,3,30340.34
HP00758,2025-01-11 03:38:52.850508,Africa,Desktops,48,1596.86,Backordered,3,Hardware,8,5,76649.28
HP00759,2025-03-14 03:38:52.850511,Asia-Pacific,Printers,45,1596.86,Backordered,6,Software,54,2,71858.7
HP00760,2025-04-10 03:38:52.850513,Middle East,Accessories,94,1596.86,Pending,13,Setup,2,3,150104.84
HP00761,2024-11-02 03:38:52.850516,Africa,Laptops,55,1596.86,Cancelled,8,Software,56,5,87827.3
HP00762,2024-07-01 03:38:52.850519,Europe,Laptops,55,1596.86,Cancelled,4,Warranty,61,2,87827.3
HP00763,2024-09-16 03:38:52.850522,Asia-Pacific,Monitors,97,1596.86,Cancelled,13,Hardware,22,2,154895.42
HP00764,2024-11-18 03:38:52.850525,Middle East,Laptops,18,1596.86,Cancelled,8,Warranty,35,4,28743.48
HP00765,2024-12-04 03:38:52.850527,North America,Printers,63,1596.86,Cancelled,2,Hardware,16,2,100602.18
HP00766,2025-04-07 03:38:52.850530,Europe,Printers,92,1596.86,Pending,10,Setup,50,3,146911.12
HP00767,2025-01-21 03:38:52.850532,Europe,Laptops,47,1596.86,Backordered,9,Hardware,43,3,75052.42
HP00768,2024-07-02 03:38:52.850535,Africa,Laptops,75,1596.86,Backordered,9,Hardware,17,5,119764.5
HP00769,2024-07-11 03:38:52.850538,Europe,Monitors,57,1596.86,Pending,8,Hardware,58,5,91021.02
HP00770,2024-08-16 03:38:52.850540,Asia-Pacific,Laptops,45,1596.86,Cancelled,10,Software,2,2,71858.7
HP00771,2024-12-06 03:38:52.850543,Middle East,Monitors,33,1596.86,Pending,14,Software,4,1,52696.38
HP00772,2024-12-07 03:38:52.850547,Middle East,Monitors,17,1596.86,Backordered,13,Setup,39,4,27146.62
HP00773,2025-04-03 03:38:52.850552,North America,Laptops,70,1596.86,Delivered,10,Hardware,6,1,111780.2
HP00774,2024-10-01 03:38:52.850556,Africa,Desktops,4,1596.86,Pending,1,Network,69,2,6387.44
HP00775,2024-05-29 03:38:52.850560,North America,Desktops,20,1596.86,Cancelled,2,Setup,69,2,31937.2
HP00776,2025-02-08 03:38:52.850565,Europe,Monitors,47,1596.86,Backordered,6,Hardware,20,1,75052.42
HP00777,2024-07-05 03:38:52.850569,North America,Laptops,91,1596.86,Backordered,10,Hardware,64,4,145314.26
HP00778,2025-01-19 03:38:52.850574,Asia-Pacific,Desktops,15,1596.86,Backordered,5,Software,16,1,23952.9
HP00779,2024-07-18 03:38:52.850585,Middle East,Laptops,70,1596.86,Backordered,12,Setup,51,5,111780.2
HP00780,2024-07-09 03:38:52.850587,Europe,Laptops,47,1596.86,Cancelled,14,Hardware,37,3,75052.42
HP00781,2025-05-01 03:38:52.850590,North America,Laptops,78,1596.86,Delivered,9,Hardware,69,5,124555.08
HP00782,2025-04-08 03:38:52.850592,Africa,Accessories,75,1596.86,Backordered,5,Setup,42,3,119764.5
HP00783,2024-07-21 03:38:52.850595,Asia-Pacific,Laptops,9,1596.86,Pending,2,Network,57,2,14371.74
HP00784,2024-05-18 03:38:52.850597,Asia-Pacific,Accessories,90,1596.86,Delivered,10,Setup,66,4,143717.4
HP00785,2024-05-21 03:38:52.850600,North America,Monitors,16,1596.86,Backordered,4,Setup,9,1,25549.76
HP00786,2024-10-05 03:38:52.850602,Middle East,Desktops,69,1596.86,Delivered,9,Network,64,4,110183.34
HP00787,2024-05-24 03:38:52.850605,North America,Desktops,61,1596.86,Pending,1,Setup,22,1,97408.46
HP00788,2025-05-10 03:38:52.850608,Europe,Desktops,10,1596.86,Backordered,11,Hardware,34,5,15968.6
HP00789,2025-05-09 03:38:52.850610,North America,Desktops,50,1596.86,Pending,1,Setup,55,5,79843.0
HP00790,2024-10-07 03:38:52.850613,Asia-Pacific,Desktops,3,1596.86,Cancelled,12,Network,29,1,4790.58
HP00791,2024-10-23 03:38:52.850615,North America,Desktops,77,1596.86,Backordered,7,Warranty,38,4,122958.22
HP00792,2024-10-28 03:38:52.850618,Middle East,Desktops,94,1596.86,Backordered,11,Setup,18,1,150104.84
HP00793,2025-01-05 03:38:52.850621,Africa,Monitors,70,1596.86,Backordered,3,Software,71,2,111780.2
HP00794,2024-08-15 03:38:52.850623,South America,Laptops,81,1596.86,Backordered,10,Hardware,65,5,129345.66
HP00795,2024-11-19 03:38:52.850625,North America,Printers,51,1596.86,Cancelled,2,Hardware,1,2,81439.86
HP00796,2024-11-10 03:38:52.850628,Middle East,Accessories,19,1596.86,Backordered,9,Software,4,5,30340.34
HP00797,2025-04-19 03:38:52.850631,Middle East,Printers,42,1596.86,Delivered,3,Software,4,5,67068.12
HP00798,2024-05-23 03:38:52.850635,Africa,Printers,35,1596.86,Backordered,2,Setup,27,3,55890.1
HP00799,2024-06-12 03:38:52.850640,Asia-Pacific,Laptops,46,1596.86,Cancelled,12,Software,43,2,73455.56
HP00800,2024-09-28 03:38:52.850644,Middle East,Laptops,26,1596.86,Backordered,8,Warranty,59,2,41518.36
HP00801,2025-04-20 03:38:52.850649,Middle East,Laptops,69,1596.86,Delivered,10,Network,32,3,110183.34
HP00802,2024-07-12 03:38:52.850653,Middle East,Desktops,93,1596.86,Cancelled,6,Software,33,4,148507.98
HP00803,2025-01-15 03:38:52.850659,Middle East,Monitors,64,1596.86,Cancelled,6,Software,28,2,102199.04
HP00804,2024-12-10 03:38:52.850661,Europe,Desktops,37,1596.86,Delivered,10,Warranty,55,1,59083.82
HP00805,2025-03-06 03:38:52.850664,Europe,Monitors,84,1596.86,Delivered,11,Hardware,60,3,134136.24
HP00806,2024-11-06 03:38:52.850667,Asia-Pacific,Monitors,49,1596.86,Delivered,7,Hardware,70,2,78246.14
HP00807,2024-08-04 03:38:52.850669,North America,Printers,21,1596.86,Delivered,7,Setup,62,4,33534.06
HP00808,2024-10-20 03:38:52.850672,Middle East,Printers,74,1596.86,Delivered,11,Warranty,34,2,118167.64
HP00809,2025-03-29 03:38:52.850674,Africa,Monitors,64,1596.86,Cancelled,13,Network,56,5,102199.04
HP00810,2024-06-21 03:38:52.850677,North America,Monitors,5,1596.86,Cancelled,6,Network,13,1,7984.3
HP00811,2024-07-29 03:38:52.850679,Africa,Desktops,70,1596.86,Backordered,4,Warranty,56,3,111780.2
HP00812,2025-04-17 03:38:52.850682,North America,Desktops,90,1596.86,Backordered,11,Network,18,5,143717.4
HP00813,2025-02-14 03:38:52.850684,Asia-Pacific,Printers,4,1596.86,Pending,9,Hardware,54,4,6387.44
HP00814,2024-08-29 03:38:52.850687,Middle East,Laptops,39,1596.86,Backordered,6,Network,43,5,62277.54
HP00815,2024-08-01 03:38:52.850690,Middle East,Monitors,35,1596.86,Backordered,4,Network,39,5,55890.1
HP00816,2025-04-05 03:38:52.850692,South America,Desktops,1,1596.86,Delivered,12,Warranty,61,4,1596.86
HP00817,2024-07-28 03:38:52.850695,Africa,Printers,24,1596.86,Delivered,3,Warranty,42,5,38324.64
HP00818,2024-09-10 03:38:52.850698,North America,Desktops,57,1596.86,Backordered,4,Network,18,3,91021.02
HP00819,2025-02-19 03:38:52.850701,North America,Monitors,70,1596.86,Pending,3,Software,23,2,111780.2
HP00820,2024-09-01 03:38:52.850703,Europe,Monitors,41,1596.86,Delivered,2,Warranty,54,5,65471.26
HP00821,2025-01-31 03:38:52.850706,South America,Accessories,54,1596.86,Backordered,14,Setup,30,3,86230.44
HP00822,2024-07-20 03:38:52.850708,Europe,Laptops,46,1596.86,Backordered,5,Setup,58,2,73455.56
HP00823,2024-06-10 03:38:52.850711,Europe,Accessories,60,1596.86,Cancelled,2,Hardware,68,2,95811.6
HP00824,2024-07-03 03:38:52.850713,Europe,Printers,60,1596.86,Pending,6,Network,67,5,95811.6
HP00825,2025-03-06 03:38:52.850716,Africa,Desktops,57,1596.86,Cancelled,3,Software,71,3,91021.02
HP00826,2024-07-01 03:38:52.850719,Africa,Printers,31,1596.86,Pending,6,Hardware,18,5,49502.66
HP00827,2024-08-17 03:38:52.850721,Asia-Pacific,Monitors,84,1596.86,Delivered,11,Network,7,4,134136.24
HP00828,2025-05-12 03:38:52.850724,Asia-Pacific,Accessories,24,1596.86,Pending,10,Warranty,40,2,38324.64
HP00829,2025-03-17 03:38:52.850726,Europe,Accessories,89,1596.86,Backordered,9,Setup,70,5,142120.54
HP00830,2024-08-09 03:38:52.850729,South America,Accessories,36,1596.86,Backordered,1,Software,65,2,57486.96
HP00831,2024-06-22 03:38:52.850731,North America,Printers,85,1596.86,Pending,6,Setup,68,3,135733.1
HP00832,2024-05-31 03:38:52.850734,Africa,Monitors,30,1596.86,Pending,9,Warranty,49,1,47905.8
HP00833,2025-04-13 03:38:52.850736,South America,Desktops,24,1596.86,Pending,11,Network,52,5,38324.64
HP00834,2024-10-18 03:38:52.850739,Middle East,Desktops,30,1596.86,Cancelled,4,Warranty,29,5,47905.8
HP00835,2024-11-02 03:38:52.850741,Africa,Printers,86,1596.86,Pending,11,Warranty,21,2,137329.96
HP00836,2025-03-29 03:38:52.850744,Africa,Accessories,92,1596.86,Delivered,12,Setup,9,3,146911.12
HP00837,2025-01-11 03:38:52.850747,Asia-Pacific,Laptops,7,1596.86,Cancelled,2,Software,47,4,11178.02
HP00838,2024-12-05 03:38:52.850749,North America,Printers,35,1596.86,Cancelled,13,Warranty,42,3,55890.1
HP00839,2025-03-16 03:38:52.850751,North America,Printers,55,1596.86,Pending,4,Setup,51,5,87827.3
HP00840,2024-06-20 03:38:52.850754,Middle East,Monitors,92,1596.86,Delivered,1,Software,56,4,146911.12
HP00841,2025-03-15 03:38:52.850757,Middle East,Desktops,14,1596.86,Cancelled,3,Network,51,3,22356.04
HP00842,2024-11-17 03:38:52.850759,Africa,Printers,10,1596.86,Backordered,10,Network,70,1,15968.6
HP00843,2024-07-18 03:38:52.850761,Europe,Printers,80,1596.86,Cancelled,9,Hardware,20,2,127748.8
HP00844,2025-01-26 03:38:52.850764,Asia-Pacific,Accessories,16,1596.86,Pending,10,Setup,27,3,25549.76
HP00845,2025-04-21 03:38:52.850767,Asia-Pacific,Accessories,54,1596.86,Delivered,5,Software,38,3,86230.44
HP00846,2025-01-18 03:38:52.850769,Africa,Laptops,95,1596.86,Pending,11,Warranty,65,1,151701.7
HP00847,2025-03-08 03:38:52.850771,South America,Monitors,89,1596.86,Backordered,6,Network,54,5,142120.54
HP00848,2025-04-10 03:38:52.850774,Europe,Laptops,77,1596.86,Backordered,3,Software,24,2,122958.22
HP00849,2024-11-05 03:38:52.850776,Africa,Accessories,70,1596.86,Backordered,5,Setup,47,3,111780.2
HP00850,2024-07-21 03:38:52.850779,Europe,Desktops,44,1596.86,Pending,11,Hardware,71,4,70261.84
HP00851,2024-12-08 03:38:52.850781,Europe,Accessories,73,1596.86,Cancelled,8,Network,63,3,116570.78
HP00852,2025-04-01 03:38:52.850784,Europe,Monitors,45,1596.86,Pending,6,Software,57,2,71858.7
HP00853,2024-06-24 03:38:52.850786,Africa,Accessories,56,1596.86,Delivered,4,Software,55,3,89424.16
HP00854,2024-10-08 03:38:52.850789,Asia-Pacific,Monitors,84,1596.86,Cancelled,2,Software,60,1,134136.24
HP00855,2024-11-10 03:38:52.850791,Asia-Pacific,Monitors,82,1596.86,Backordered,14,Setup,62,3,130942.52
HP00856,2024-08-03 03:38:52.850795,Europe,Monitors,57,1596.86,Pending,9,Setup,30,3,91021.02
HP00857,2025-05-08 03:38:52.850797,South America,Monitors,21,1596.86,Backordered,13,Setup,22,4,33534.06
HP00858,2024-08-25 03:38:52.850800,North America,Monitors,68,1596.86,Backordered,12,Warranty,29,1,108586.48
HP00859,2025-03-19 03:38:52.850802,Africa,Desktops,50,1596.86,Delivered,1,Software,41,1,79843.0
HP00860,2024-08-30 03:38:52.850805,North America,Laptops,33,1596.86,Cancelled,1,Network,42,3,52696.38
HP00861,2024-09-06 03:38:52.850807,South America,Printers,91,1596.86,Delivered,13,Setup,65,4,145314.26
HP00862,2025-04-11 03:38:52.850817,Africa,Laptops,7,1596.86,Delivered,4,Setup,31,3,11178.02
HP00863,2024-12-13 03:38:52.850820,Europe,Monitors,70,1596.86,Delivered,7,Software,30,3,111780.2
HP00864,2024-08-12 03:38:52.850823,Asia-Pacific,Desktops,15,1596.86,Backordered,1,Setup,18,2,23952.9
HP00865,2024-07-29 03:38:52.850826,North America,Accessories,82,1596.86,Delivered,9,Warranty,17,2,130942.52
HP00866,2025-01-19 03:38:52.850828,Middle East,Desktops,32,1596.86,Delivered,4,Warranty,38,4,51099.52
HP00867,2024-10-22 03:38:52.850831,Middle East,Monitors,75,1596.86,Cancelled,3,Setup,14,5,119764.5
HP00868,2024-06-09 03:38:52.850833,South America,Desktops,20,1596.86,Cancelled,1,Software,56,2,31937.2
HP00869,2024-06-30 03:38:52.850836,Europe,Desktops,88,1596.86,Delivered,10,Software,22,5,140523.68
HP00870,2025-05-13 03:38:52.850838,North America,Monitors,15,1596.86,Cancelled,4,Software,67,1,23952.9
HP00871,2025-03-06 03:38:52.850841,Europe,Desktops,48,1596.86,Cancelled,9,Hardware,56,2,76649.28
HP00872,2025-01-08 03:38:52.850844,North America,Printers,71,1596.86,Delivered,13,Setup,19,2,113377.06
HP00873,2025-04-29 03:38:52.850846,South America,Printers,21,1596.86,Backordered,14,Software,57,4,33534.06
HP00874,2024-12-26 03:38:52.850849,South America,Desktops,42,1596.86,Delivered,10,Warranty,44,5,67068.12
HP00875,2025-02-09 03:38:52.850852,Middle East,Accessories,26,1596.86,Cancelled,6,Network,35,2,41518.36
HP00876,2024-10-19 03:38:52.850855,Europe,Monitors,14,1596.86,Backordered,6,Network,1,2,22356.04
HP00877,2025-01-06 03:38:52.850859,Africa,Printers,57,1596.86,Pending,1,Software,52,4,91021.02
HP00878,2024-06-16 03:38:52.850864,Middle East,Accessories,37,1596.86,Backordered,10,Network,70,4,59083.82
HP00879,2024-12-05 03:38:52.850868,Europe,Desktops,58,1596.86,Cancelled,2,Network,37,5,92617.88
HP00880,2024-06-11 03:38:52.850873,Middle East,Accessories,21,1596.86,Backordered,11,Hardware,65,1,33534.06
HP00881,2024-06-03 03:38:52.850878,Africa,Laptops,82,1596.86,Delivered,6,Warranty,51,1,130942.52
HP00882,2024-12-05 03:38:52.850883,Asia-Pacific,Printers,69,1596.86,Pending,2,Warranty,1,3,110183.34
HP00883,2025-04-11 03:38:52.850888,Asia-Pacific,Desktops,3,1596.86,Pending,3,Hardware,21,2,4790.58
HP00884,2025-02-16 03:38:52.850892,Asia-Pacific,Monitors,87,1596.86,Pending,4,Hardware,53,5,138926.82
HP00885,2024-11-03 03:38:52.850895,Asia-Pacific,Desktops,90,1596.86,Cancelled,11,Network,16,2,143717.4
HP00886,2025-03-10 03:38:52.850897,North America,Monitors,37,1596.86,Cancelled,5,Setup,61,5,59083.82
HP00887,2025-03-21 03:38:52.850900,Asia-Pacific,Desktops,88,1596.86,Pending,9,Network,54,5,140523.68
HP00888,2025-04-28 03:38:52.850902,Africa,Accessories,49,1596.86,Backordered,12,Hardware,40,5,78246.14
HP00889,2024-06-08 03:38:52.850904,South America,Accessories,19,1596.86,Pending,4,Warranty,26,2,30340.34
HP00890,2024-06-04 03:38:52.850907,South America,Accessories,89,1596.86,Backordered,13,Network,65,4,142120.54
HP00891,2024-06-04 03:38:52.850910,North America,Laptops,85,1596.86,Backordered,11,Setup,64,2,135733.1
HP00892,2024-11-29 03:38:52.850913,Asia-Pacific,Monitors,12,1596.86,Cancelled,9,Network,43,5,19162.32
HP00893,2025-01-17 03:38:52.850915,Asia-Pacific,Accessories,61,1596.86,Backordered,11,Software,17,3,97408.46
HP00894,2025-02-23 03:38:52.850918,Asia-Pacific,Laptops,41,1596.86,Pending,10,Network,59,1,65471.26
HP00895,2025-03-19 03:38:52.850920,Middle East,Monitors,33,1596.86,Cancelled,3,Hardware,23,5,52696.38
HP00896,2025-02-15 03:38:52.850923,Europe,Desktops,50,1596.86,Delivered,8,Warranty,7,3,79843.0
HP00897,2024-08-22 03:38:52.850925,Middle East,Laptops,68,1596.86,Delivered,12,Warranty,44,4,108586.48
HP00898,2024-11-16 03:38:52.850928,Europe,Printers,71,1596.86,Cancelled,1,Hardware,53,5,113377.06
HP00899,2024-06-23 03:38:52.850931,Asia-Pacific,Laptops,86,1596.86,Pending,11,Software,71,3,137329.96
HP00900,2024-06-26 03:38:52.850933,Asia-Pacific,Laptops,33,1596.86,Delivered,9,Hardware,34,5,52696.38
HP00901,2025-02-23 03:38:52.850936,Middle East,Monitors,81,1596.86,Delivered,9,Network,46,2,129345.66
HP00902,2024-05-27 03:38:52.850938,Middle East,Desktops,24,1596.86,Backordered,10,Hardware,68,3,38324.64
HP00903,2024-11-19 03:38:52.850941,Europe,Printers,61,1596.86,Backordered,2,Hardware,16,2,97408.46
HP00904,2024-07-01 03:38:52.850944,South America,Accessories,61,1596.86,Pending,4,Software,71,2,97408.46
HP00905,2025-05-04 03:38:52.850946,Europe,Accessories,98,1596.86,Cancelled,13,Network,19,3,156492.28
HP00906,2024-07-28 03:38:52.850949,Middle East,Laptops,28,1596.86,Pending,8,Setup,2,1,44712.08
HP00907,2024-07-17 03:38:52.850951,Africa,Monitors,58,1596.86,Cancelled,7,Setup,10,3,92617.88
HP00908,2024-09-17 03:38:52.850954,Middle East,Monitors,43,1596.86,Delivered,1,Warranty,50,1,68664.98
HP00909,2024-10-19 03:38:52.850957,Africa,Accessories,41,1596.86,Backordered,5,Hardware,12,5,65471.26
HP00910,2024-09-17 03:38:52.850959,North America,Printers,39,1596.86,Pending,7,Warranty,70,5,62277.54
HP00911,2025-03-30 03:38:52.850962,Middle East,Desktops,86,1596.86,Pending,4,Software,22,3,137329.96
HP00912,2024-10-07 03:38:52.850964,North America,Printers,49,1596.86,Cancelled,1,Setup,32,5,78246.14
HP00913,2024-12-24 03:38:52.850967,South America,Desktops,17,1596.86,Cancelled,9,Hardware,1,4,27146.62
HP00914,2024-06-10 03:38:52.850969,Europe,Accessories,98,1596.86,Pending,14,Software,54,2,156492.28
HP00915,2025-01-28 03:38:52.850972,Africa,Desktops,70,1596.86,Cancelled,5,Software,58,2,111780.2
HP00916,2025-03-19 03:38:52.850974,Europe,Monitors,70,1596.86,Pending,11,Hardware,70,1,111780.2
HP00917,2025-01-29 03:38:52.850978,North America,Laptops,98,1596.86,Pending,2,Software,18,5,156492.28
HP00918,2024-11-19 03:38:52.850980,Africa,Laptops,65,1596.86,Pending,8,Hardware,6,1,103795.9
HP00919,2025-02-18 03:38:52.850983,Europe,Accessories,74,1596.86,Delivered,11,Hardware,45,2,118167.64
HP00920,2024-10-15 03:38:52.850986,Middle East,Monitors,85,1596.86,Cancelled,13,Network,23,2,135733.1
HP00921,2025-05-09 03:38:52.850988,Asia-Pacific,Printers,5,1596.86,Backordered,2,Warranty,23,5,7984.3
HP00922,2024-09-16 03:38:52.850990,North America,Monitors,2,1596.86,Backordered,3,Software,26,4,3193.72
HP00923,2025-03-01 03:38:52.850993,Europe,Laptops,22,1596.86,Cancelled,14,Software,7,4,35130.92
HP00924,2024-06-05 03:38:52.850996,North America,Laptops,57,1596.86,Pending,10,Network,44,5,91021.02
HP00925,2024-08-25 03:38:52.850999,North America,Monitors,66,1596.86,Backordered,1,Network,27,5,105392.76
HP00926,2024-05-31 03:38:52.851003,Africa,Monitors,74,1596.86,Backordered,11,Network,26,1,118167.64
HP00927,2024-06-27 03:38:52.851008,Africa,Laptops,98,1596.86,Cancelled,2,Setup,36,5,156492.28
HP00928,2024-12-07 03:38:52.851013,Asia-Pacific,Printers,16,1596.86,Backordered,14,Setup,55,4,25549.76
HP00929,2024-12-10 03:38:52.851018,Middle East,Accessories,51,1596.86,Pending,7,Setup,64,5,81439.86
HP00930,2024-09-10 03:38:52.851028,North America,Accessories,39,1596.86,Cancelled,10,Hardware,57,1,62277.54
HP00931,2024-09-13 03:38:52.851031,Europe,Monitors,86,1596.86,Pending,2,Software,69,1,137329.96
HP00932,2024-12-12 03:38:52.851033,South America,Accessories,76,1596.86,Backordered,6,Warranty,61,1,121361.36
HP00933,2024-10-02 03:38:52.851036,North America,Laptops,88,1596.86,Backordered,3,Hardware,2,1,140523.68
HP00934,2024-06-15 03:38:52.851038,North America,Laptops,40,1596.86,Pending,4,Software,55,3,63874.4
HP00935,2025-04-25 03:38:52.851041,Asia-Pacific,Monitors,38,1596.86,Delivered,11,Software,38,5,60680.68
HP00936,2025-03-01 03:38:52.851043,Middle East,Monitors,60,1596.86,Backordered,13,Network,29,2,95811.6
HP00937,2024-05-16 03:38:52.851046,South America,Monitors,59,1596.86,Delivered,8,Network,26,5,94214.74
HP00938,2024-07-02 03:38:52.851048,Africa,Printers,10,1596.86,Backordered,14,Hardware,35,3,15968.6
HP00939,2025-02-15 03:38:52.851051,Africa,Accessories,99,1596.86,Delivered,3,Network,67,1,158089.14
HP00940,2024-10-28 03:38:52.851053,Europe,Monitors,64,1596.86,Delivered,10,Software,29,3,102199.04
HP00941,2024-07-23 03:38:52.851056,South America,Desktops,63,1596.86,Delivered,6,Network,34,4,100602.18
HP00942,2024-07-03 03:38:52.851058,Africa,Desktops,49,1596.86,Pending,1,Setup,41,4,78246.14
HP00943,2024-11-05 03:38:52.851061,Europe,Laptops,64,1596.86,Delivered,7,Network,41,5,102199.04
HP00944,2025-04-23 03:38:52.851063,Middle East,Accessories,32,1596.86,Delivered,8,Software,23,5,51099.52
HP00945,2025-03-01 03:38:52.851066,Europe,Monitors,7,1596.86,Delivered,11,Hardware,71,2,11178.02
HP00946,2025-03-21 03:38:52.851068,Africa,Desktops,21,1596.86,Backordered,14,Warranty,3,2,33534.06
HP00947,2024-09-25 03:38:52.851071,Asia-Pacific,Accessories,20,1596.86,Delivered,8,Network,58,4,31937.2
HP00948,2025-04-26 03:38:52.851074,Asia-Pacific,Laptops,26,1596.86,Backordered,3,Software,32,1,41518.36
HP00949,2024-12-07 03:38:52.851076,Asia-Pacific,Printers,68,1596.86,Delivered,14,Warranty,31,3,108586.48
HP00950,2024-05-31 03:38:52.851079,Africa,Accessories,86,1596.86,Delivered,10,Warranty,43,2,137329.96
HP00951,2025-02-22 03:38:52.851081,Asia-Pacific,Accessories,15,1596.86,Pending,1,Setup,7,2,23952.9
HP00952,2024-12-05 03:38:52.851084,South America,Printers,85,1596.86,Backordered,9,Warranty,1,1,135733.1
HP00953,2025-03-03 03:38:52.851086,Middle East,Accessories,79,1596.86,Delivered,13,Software,61,1,126151.94
HP00954,2024-05-31 03:38:52.851089,Europe,Laptops,86,1596.86,Backordered,6,Software,14,5,137329.96
HP00955,2024-08-15 03:38:52.851091,Europe,Laptops,92,1596.86,Backordered,11,Network,52,3,146911.12
HP00956,2025-01-13 03:38:52.851094,Africa,Printers,14,1596.86,Cancelled,9,Network,6,1,22356.04
HP00957,2024-08-29 03:38:52.851096,Asia-Pacific,Monitors,27,1596.86,Pending,7,Network,10,2,43115.22
HP00958,2025-02-01 03:38:52.851099,Asia-Pacific,Desktops,40,1596.86,Pending,1,Warranty,71,2,63874.4
HP00959,2025-04-05 03:38:52.851102,North America,Monitors,58,1596.86,Pending,12,Warranty,30,4,92617.88
HP00960,2025-03-13 03:38:52.851104,Middle East,Accessories,28,1596.86,Cancelled,12,Setup,21,1,44712.08
HP00961,2024-05-28 03:38:52.851107,South America,Desktops,26,1596.86,Cancelled,1,Network,60,5,41518.36
HP00962,2025-03-22 03:38:52.851109,Europe,Printers,63,1596.86,Pending,6,Hardware,63,3,100602.18
HP00963,2025-02-18 03:38:52.851112,North America,Printers,66,1596.86,Cancelled,5,Setup,42,5,105392.76
HP00964,2024-08-02 03:38:52.851114,North America,Desktops,25,1596.86,Cancelled,9,Hardware,51,2,39921.5
HP00965,2025-04-23 03:38:52.851117,Africa,Laptops,3,1596.86,Cancelled,2,Warranty,64,5,4790.58
HP00966,2025-01-28 03:38:52.851119,Europe,Desktops,72,1596.86,Pending,8,Setup,56,2,114973.92
HP00967,2024-05-25 03:38:52.851122,Africa,Accessories,44,1596.86,Pending,11,Setup,41,2,70261.84
